id,flag_tsunami,year,month,day,hour,minute,second,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
5735,Tsu,2003,11,17,6.0,43.0,6.8,33.0,7.8,7.8,7.2,6.2,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,,,,,,,,,,,,,,
6738,Tsu,2005,6,15,2.0,50.0,53.1,10.0,7.2,7.2,7.1,6.2,,,,4.0,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,150,,,,,,,,,,,,,,,,,,,,,,,,
7532,Tsu,2007,8,2,3.0,21.0,42.8,21.0,6.7,6.7,6.6,6.3,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,150,,,,,,,,,,,,,,,,,,,,,,,,
7601,,2007,8,6,8.0,48.0,40.0,2.0,4.2,,,4.2,3.9,,,,USA,UT,UTAH:  HUNTINGTON,39.465,-111.237,150,9.0,1.0,,,,1.0,,,,,,,9.0,1.0,,,,1.0,,,,,,
7614,,2007,8,17,0.0,38.0,56.0,0.0,1.6,,,,1.6,,,,USA,UT,UTAH,39.464,-111.207,150,3.0,1.0,,,6.0,1.0,,,,,,,3.0,1.0,,,6.0,1.0,,,,,,
9824,Tsu,2011,6,24,3.0,9.0,39.4,52.0,7.3,7.3,,6.9,6.7,,,,USA,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,,,,,,,,,,,,,,,,,,,,,,,,
9839,Tsu,2011,9,2,10.0,55.0,53.5,32.0,6.8,6.8,6.9,6.5,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,,,,,,,,,,,,,,,,,,,,,,,,
10100,Tsu,2014,6,23,20.0,53.0,7.0,109.0,7.9,7.9,,,,,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,150,,,,,,,,,,,,,,,,,,,,,,,,
10107,Tsu,2014,7,25,10.0,55.0,12.0,10.0,6.1,6.1,,,,,,4.0,USA,AK,ALASKA:  SOUTHEASTERN,58.306,-136.96,150,,,,,,,,,,,,,,,,,,,,,,,,
10157,Tsu,2015,7,27,4.0,49.0,,23.0,6.9,6.9,,,,,,,USA,AK,ALASKA,52.214,-169.399,150,,,,,,,,,,,,,,,,,,,,,,,,
10247,Tsu,2017,5,1,12.0,31.0,54.0,2.0,6.2,6.2,,,,,,,USA,AK,ALASKA:  SKAGWAY,59.844,-136.695,150,,,,,,,,,,,,,,,,,,,,,,,,
8953,,2002,8,19,11.0,1.0,1.1,580.0,7.7,7.7,,6.7,,,,,FIJI,,FIJI ISLANDS,-21.696,-179.513,170,,,,,,,,,,,,,,,,,,,,,,,,
8954,,2002,8,19,11.0,8.0,24.3,675.0,7.7,7.7,,7.0,,,,,FIJI,,FIJI ISLANDS,-23.884,178.495,170,,,,,,,,,,,,,,,,,,,,,,,,
10225,Tsu,2017,1,3,21.0,52.0,31.0,17.0,6.9,6.9,,,,,,,FIJI,,FIJI ISLANDS,-19.326,176.053,170,,,,,,,,,,,,,,,,,,,,,,,,
10356,Tsu,2018,8,19,0.0,19.0,37.0,563.0,8.2,8.2,,,,,,,FIJI,,FIJI ISLANDS,-18.178,-178.111,170,,,,,,,,,,,,,,,,,,,,,,,,
10361,,2018,9,6,15.0,49.0,14.0,609.0,7.8,7.8,,,,,,,FIJI,,FIJI ISLANDS,-18.494,179.332,170,,,,,,,,,,,,,,,,,,,,,,,,
5804,,2004,10,7,21.0,46.0,20.3,35.0,5.6,5.6,5.4,5.6,,,,,IRAN,,IRAN:  GOLESTAN,37.125,54.477,140,,,,,60.0,2.0,,,,,,,,,,,60.0,2.0,,,,,,
5836,,2005,1,10,18.0,47.0,30.1,32.0,5.4,5.4,5.1,5.3,,,,,IRAN,,IRAN:  GORGAN,37.103,54.574,140,,,,,110.0,3.0,,,,,,,,,,,110.0,3.0,,,,,,
7616,,2007,8,25,4.0,24.0,21.9,10.0,5.0,,,5.0,4.5,,,,IRAN,,"IRAN:  HADJI ABAD, ORZUIYEH",28.154,56.652,140,,,,,4.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,
10288,,2017,12,20,19.0,57.0,37.0,10.0,4.9,,,4.9,,,,,IRAN,,IRAN:  ALBORZ,35.654,50.949,140,2.0,1.0,,,115.0,3.0,,,,,,,2.0,1.0,,,115.0,3.0,,,,,,
10289,,2017,12,27,21.0,24.0,33.0,10.0,4.0,,,4.0,,,,,IRAN,,"IRAN: ALBORZ, TEHRAN",35.692,50.9,140,1.0,1.0,,,57.0,2.0,,,,,,,1.0,1.0,,,57.0,2.0,,,,,,
10290,,2018,1,6,15.0,22.0,9.0,10.0,5.0,5.0,,,,,,,IRAN,,IRAN:  KERMANSHAH,34.649,45.799,140,,,,,51.0,2.0,,,,,,,,,,,51.0,2.0,,,,,,
10322,,2018,4,1,8.0,35.0,27.0,10.0,5.3,,,5.3,,,,,IRAN,,IRAN:  KERMANSHAH,34.456,45.764,140,,,,,54.0,2.0,,,,,,,,,,,54.0,2.0,,,,,,
6826,,2005,10,31,2.0,10.0,28.7,40.0,5.4,5.4,,5.4,,,,,PERU,,PERU:  N,-5.852,-78.704,160,,,,,,,,,20.0,1.0,,,,,,,,,,,20.0,1.0,,
10166,,2015,11,24,22.0,45.0,,636.0,7.6,7.6,,,,,,4.0,PERU,,PERU-BRAZIL,-10.77,-71.41,160,,,,,,,,,,,,,,,,,,,,,,,,
10165,,2015,11,24,22.0,50.0,,606.0,7.6,7.6,,,,,,4.0,PERU,,PERU-BRAZIL,-10.07,-70.98,160,,,,,,,,,,,,,,,,,,,,,,,,
10284,,2017,7,18,2.0,5.0,19.0,44.0,6.4,6.4,,,,,,,PERU,,PERU:  AREQUIPA,-16.416,-73.636,160,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
10283,,2017,8,11,21.0,45.0,9.0,41.0,5.6,5.6,,,,,,,PERU,,PERU: AREQUIPA,-16.299,-73.474,160,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,
10396,,2019,3,1,8.0,50.0,41.0,257.0,7.0,7.0,,,,,,,PERU,,PERU:  AREQUIPA,-14.684,-70.127,160,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
8135,,2005,6,13,22.0,44.0,33.9,116.0,7.7,7.7,,6.8,,,,,CHILE,,CHILE:  TARAPACA,-19.987,-69.197,160,11.0,1.0,,,200.0,3.0,,,544.0,3.0,,,11.0,1.0,,,200.0,3.0,,,544.0,3.0,,
9776,Tsu,2011,2,11,20.0,5.0,30.7,28.0,6.8,6.8,,6.0,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,160,,,,,,,,,,,,,,,,,,,,,,,,
10080,Tsu,2014,4,3,2.0,43.0,11.0,22.0,7.7,7.7,,,,,,8.0,CHILE,,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,160,,,,,,,,,,,,,,,,,,,,,,,,
10115,Tsu,2014,10,9,2.0,14.0,44.0,17.0,7.0,7.0,,,,,,,CHILE,,CHILE: EASTER ISLAND REGION,-32.108,-110.811,160,,,,,,,,,,,,,,,,,,,,,,,,
10162,Tsu,2015,11,11,1.0,54.0,37.0,10.0,6.9,6.9,,,,,,7.0,CHILE,,CHILE:  LA SERENA,-29.439,-72.105,160,,,,,,,,,,,,,,,,,,,,,,,,
10244,Tsu,2017,4,24,21.0,38.0,26.0,25.0,6.9,6.9,,6.3,,,,,CHILE,,CHILE:  VALPARAISO,-33.073,-72.051,160,,,,,,,,,,,,,,,,,,,,,,,,
10318,,2017,8,2,7.0,15.0,13.0,92.0,5.4,5.4,,,,,,,CHILE,,CHILE:  SANTIAGO,-33.212,-70.626,160,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
6763,,2005,7,25,15.0,43.0,41.1,48.0,4.7,,4.7,5.0,,,,,CHINA,,CHINA:  DAQING,46.827,125.058,30,1.0,1.0,,,12.0,1.0,,,,,,,1.0,1.0,,,12.0,1.0,,,,,,
7321,,2006,7,22,1.0,10.0,29.0,56.0,4.9,4.9,4.6,5.0,,,,,CHINA,,CHINA:  YANJIN,27.995,104.138,30,22.0,1.0,,,106.0,3.0,,,,,,,22.0,1.0,,,106.0,3.0,,,,,,
8254,,2008,12,9,18.0,53.0,11.1,25.0,4.5,,4.5,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.518,105.395,30,2.0,1.0,,,3.0,1.0,,,,,,,2.0,1.0,,,3.0,1.0,,,,,,
8431,,2009,11,1,21.0,7.0,20.6,25.0,4.9,4.9,,5.0,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.962,100.825,30,,,,,28.0,1.0,,,1000.0,3.0,1000.0,3.0,,,,,28.0,1.0,,,1000.0,3.0,30000.0,4.0
8995,,2010,1,17,9.0,37.0,26.1,27.0,4.4,,,4.4,,,,,CHINA,,CHINA:  GUIZHOU PROVINCE,25.558,105.804,30,7.0,1.0,1.0,,9.0,1.0,,,,,,,7.0,1.0,1.0,1.0,9.0,1.0,,,,,,
10248,,2017,5,10,21.0,58.0,22.0,10.0,5.4,,,5.4,,,,,CHINA,,CHINA: XINJIANG: QUZGUN,37.659,75.253,40,8.0,1.0,,,23.0,1.0,,,1500.0,4.0,,,8.0,1.0,,,23.0,1.0,,,1500.0,4.0,,
8378,Tsu,2009,8,10,19.0,55.0,35.6,5.0,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888,60,,,,,,,,,,,,,,,,,,,,,,,,
9252,Tsu,2010,6,12,19.0,26.0,50.4,35.0,7.5,7.5,7.5,7.0,,,,6.0,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,60,,,,,,,,,,,,,,,,,,,,,,,,
9887,,2011,10,29,0.0,43.0,55.1,10.0,3.5,,,,3.5,,,,INDIA,,INDIA:  SIKKIM,27.449,88.684,60,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
10367,,2018,9,12,4.0,50.0,46.0,10.0,5.3,5.3,,,,,,,INDIA,,INDIA:  WEST BENGAL,26.374,90.165,60,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
10263,,2017,8,21,18.0,57.0,51.0,9.0,4.2,,,4.2,,,,,ITALY,,ITALY:  ISLAND OF ISCHIA,40.78,13.945,130,2.0,1.0,,,42.0,1.0,,,,1.0,,,2.0,1.0,,,42.0,1.0,,,,1.0,,
5556,,2000,3,28,11.0,0.0,22.5,127.0,7.6,7.6,7.6,6.8,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.338,143.73,30,,,,,,,,,,,,,,,,,,,,,,,,
6821,Tsu,2002,3,26,3.0,45.0,48.7,33.0,6.4,6.4,6.6,5.8,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,23.346,124.09,30,,,,,,,,,,,,,,,,,,,,,,,,
6610,Tsu,2003,10,31,1.0,6.0,28.2,10.0,7.0,7.0,6.8,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,,,,,,,,,,,,,,,,,
5833,,2004,12,6,14.0,15.0,11.8,35.0,6.8,6.8,6.5,6.5,,,,,JAPAN,,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,30,,,,,4.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,
6640,Tsu,2005,1,19,6.0,11.0,36.4,28.0,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,30,,,,,,,,,,,,,,,,,,,,,,,,
6827,Tsu,2005,11,14,21.0,38.0,51.4,11.0,7.0,7.0,6.8,6.7,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.896,30,,,,,,,,,,,,,,,,,,,,,,,,
7248,,2006,6,11,20.0,1.0,26.3,140.0,6.3,6.3,,5.9,,,,,JAPAN,,JAPAN:  KYUSHU,33.129,131.141,30,,,,,8.0,1.0,,,,,,,,,,,8.0,1.0,,,,,,
8957,,2007,9,28,13.0,38.0,57.8,260.0,7.5,7.5,,6.7,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,30,,,,,,,,,,,,,,,,,,,,,,,,
7971,Tsu,2008,7,19,2.0,39.0,28.7,22.0,6.9,6.9,7.0,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,,,,,,,,,,,,,,,,,,,,,,,,
8134,Tsu,2008,9,11,0.0,20.0,50.9,25.0,6.8,6.8,7.0,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.892,143.754,30,,,,,,,,,,,,,,,,,,,,,,,,
9759,Tsu,2010,12,21,17.0,19.0,40.6,14.0,7.4,7.4,7.5,7.0,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698,30,,,,,,,,,,,,,,,,,,,,,,,,
9797,Tsu,2011,3,9,2.0,45.0,20.3,32.0,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,30,,,,,,,,,,,,,,,,,,,,,,,,
9805,,2011,3,11,6.0,15.0,40.2,43.0,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,30,,,,,,,,,,,,,,,,,,,,,,,,
9806,,2011,3,11,6.0,25.0,50.3,19.0,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,30,,,,,,,,,,,,,,,,,,,,,,,,
9823,Tsu,2011,7,10,0.0,57.0,10.8,23.0,7.0,7.0,7.0,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,30,,,,,,,,,,,,,,,,,,,,,,,,
9878,Tsu,2012,3,14,9.0,8.0,35.1,12.0,6.9,6.9,6.9,6.7,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944,30,,,,,,,,,,,,,,,,,,,,,,,,
9946,Tsu,2012,12,7,8.0,18.0,23.1,31.0,7.2,7.2,7.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,30,,,,,11.0,1.0,,,,,,,,,,,11.0,1.0,,,,,,
10052,Tsu,2013,10,25,17.0,10.0,,10.0,7.1,7.1,,,,,,4.0,JAPAN,,JAPAN:  HONSHU:  E COAST,37.2,144.6,30,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,
10105,Tsu,2014,7,11,19.0,23.0,22.0,20.0,6.5,6.5,,,,,,5.0,JAPAN,,JAPAN:  SANRIKU,37.005,142.453,30,,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,
10131,Tsu,2015,2,16,23.0,6.0,27.0,23.0,6.7,6.7,,,,,,4.0,JAPAN,,JAPAN:  HONSHU,39.856,142.881,30,,,,,,,,,,,,,,,,,,,,,,,,
10140,Tsu,2015,5,2,16.0,51.0,39.0,10.0,5.7,5.7,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,,,,,,,,,,,,,,,,,,,,,,,,
10143,,2015,5,30,11.0,23.0,11.0,664.0,7.8,7.8,,,,,,6.0,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,30,,,,,12.0,1.0,,,,,,,,,,,12.0,1.0,,,,,,
10163,Tsu,2015,11,13,20.0,51.0,3.0,12.0,6.7,6.7,,,,,,4.0,JAPAN,,JAPAN:  KYUSYU ISLAND,31.001,128.873,30,,,,,,,,,,,,,,,,,,,,,,,,
10324,,2018,4,8,16.0,32.0,31.0,8.0,5.6,5.6,,,,,,,JAPAN,,JAPAN:  SHIMANE PREFECTURE,35.262,132.541,30,,,,,8.0,1.0,,,,,429.0,3.0,,,,,8.0,1.0,,,,,429.0,3.0
10317,,2017,6,21,4.0,40.0,,,3.2,,,,,,3.2,,NEPAL,,NEPAL:  DHADING,27.64,85.17,60,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,
7369,Tsu,2006,9,28,6.0,22.0,9.7,28.0,6.9,6.9,6.6,6.5,,,,4.0,SAMOA,,SAMOA ISLANDS,-16.592,-172.033,170,,,,,,,,,,,,,,,,,,,,,,,,
8259,Tsu,2009,3,19,18.0,17.0,40.9,34.0,7.6,7.6,7.6,7.0,,,,,TONGA,,TONGA ISLANDS,-23.046,-174.659,170,,,,,,,,,,,,,,,,,,,,,,,,
10203,Tsu,2001,10,12,5.0,2.0,34.0,20.0,6.1,6.1,5.8,5.6,,,,,CANADA,BC,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,150,,,,,,,,,,,,,,,,,,,,,,,,
7403,Tsu,2004,11,2,10.0,2.0,12.8,10.0,6.6,6.6,6.4,5.8,,,,,CANADA,BC,CANADA:  VANCOUVER ISLAND,49.277,-128.772,150,,,,,,,,,,,,,,,,,,,,,,,,
7301,Tsu,2000,4,5,4.0,36.0,58.8,38.0,5.5,5.5,5.4,5.3,,,,,GREECE,,GREECE:  CRETE,34.22,25.69,130,,,,,,,,,,,,,,,,,,,,,,,,
7370,,2006,9,10,14.0,56.0,8.1,14.0,5.8,5.8,5.5,5.9,,,,,MEXICO,,GULF OF MEXICO,26.319,-86.606,90,,,,,,,,,,,,,,,,,,,,,,,,
9767,,2010,6,30,7.0,22.0,27.6,20.0,6.2,6.2,6.0,5.9,,,,,MEXICO,,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,150,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
10350,,2015,12,17,19.0,49.0,5.0,85.0,6.6,6.6,,,,,,5.0,MEXICO,,MEXICO:  COCOTITLAN,15.802,-93.633,150,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,
10390,,2019,1,22,22.0,35.0,31.0,10.0,3.4,,,,3.4,,,,POLAND,,POLAND:  RYDULTOWY,50.08,18.39,120,1.0,1.0,,,8.0,1.0,,,,,,,1.0,1.0,,,8.0,1.0,,,,,,
7415,Tsu,2007,1,13,4.0,23.0,21.1,10.0,8.1,8.1,8.2,7.3,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.243,154.524,50,,,,,,,,,,,,,,,,,,,,,,,,
8955,,2008,7,5,2.0,12.0,4.4,633.0,7.7,7.7,,6.8,,,,,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,50,,,,,,,,,,,,,,,,,,,,,,,,
8250,Tsu,2009,1,15,17.0,49.0,39.0,36.0,7.4,7.4,7.5,6.9,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.857,155.154,50,,,,,,,,,,,,,,,,,,,,,,,,
9929,,2012,8,14,2.0,59.0,38.4,583.0,7.7,7.7,,6.9,,,,,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,50,,,,,,,,,,,,,,,,,,,,,,,,
9977,Tsu,2013,4,19,3.0,5.0,52.6,110.0,7.2,7.2,,7.1,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.221,150.788,50,,,,,,,,,,,,,,,,,,,,,,,,
9998,,2013,5,24,5.0,44.0,48.9,598.0,8.3,8.3,,7.5,,,,,RUSSIA,,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,50,,,,,,,,,,,,,,,,,,,,,,,,
10259,Tsu,2017,7,17,23.0,34.0,13.0,11.0,7.7,7.7,,,,,,,RUSSIA,,RUSSIA: BERING ISLAND,54.472,168.815,50,,,,,,,,,,,,,,,,,,,,,,,,
10148,,2015,8,7,1.0,25.0,54.0,11.0,5.8,5.8,,,,,,4.0,RWANDA,,RWANDA:  BUKAVU,-2.141,28.897,10,3.0,1.0,,,30.0,1.0,,,,,,,3.0,1.0,,,30.0,1.0,,,,,,
6613,Tsu,2001,12,18,4.0,2.0,58.2,14.0,6.8,6.8,7.3,6.3,,,,,TAIWAN,,TAIWAN,23.954,122.734,30,,,,,,,,,,,,,,,,,,,,,,,,
5787,,2004,7,1,22.0,30.0,9.3,5.0,5.1,5.1,4.8,5.4,,,,,TURKEY,,TURKEY:  DOGUBEYAZIT,39.766,43.979,140,18.0,1.0,,,21.0,1.0,,,,,,,18.0,1.0,,,21.0,1.0,,,,,,
5795,,2004,8,4,3.0,1.0,7.5,10.0,5.6,5.6,5.2,5.1,,,,,TURKEY,,TURKEY:  BODRUM,36.833,27.815,140,,,,,15.0,1.0,,,,,,,,,,,15.0,1.0,,,,,,
7503,,2007,4,16,7.0,38.0,53.8,14.0,4.5,,,4.5,5.2,,,,ALBANIA,,ALBANIA:  TIRANA,41.172,19.897,130,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,
5820,,2004,12,5,8.0,30.0,59.5,10.0,4.5,,,4.5,4.7,,,,ALGERIA,,ALGERIA:  ZEMMOURI,36.865,3.421,15,,,,,46.0,1.0,,,,,,,,,,,46.0,1.0,,,,,,
7231,,2006,3,20,19.0,44.0,25.1,10.0,4.9,,4.9,5.0,,,,,ALGERIA,,ALGERIA:  NORTHERN,36.623,5.328,15,4.0,1.0,,,9.0,1.0,,,62.0,2.0,62.0,2.0,4.0,1.0,,,9.0,1.0,,,62.0,2.0,,
9132,,2010,5,14,12.0,29.0,22.3,2.0,5.2,,,5.2,5.2,,,,ALGERIA,,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,15,2.0,1.0,,,43.0,1.0,,,,,,,2.0,1.0,,,43.0,1.0,,,,,,
10103,,2014,8,1,4.0,11.0,4.0,30.0,5.5,5.5,,,,,,6.0,ALGERIA,,ALGERIA:  ALGIERS,36.841,3.301,15,6.0,1.0,,,420.0,3.0,,,,,,,6.0,1.0,,,420.0,3.0,,,,,,
7554,,2007,7,13,7.0,20.0,25.5,50.0,4.5,,,4.5,,,,,ECUADOR,,ECUADOR:  ZARUMA,-3.987,-79.836,160,,,,,,,,1.0,,,,,,,,,,,,,,,,
10304,,2018,1,31,23.0,13.0,21.0,19.0,5.2,,,5.2,,,,,ECUADOR,,ECUADOR:  PASTAZA,-1.756,-77.694,60,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0
7459,Tsu,2007,3,25,0.0,40.0,1.6,34.0,7.1,7.1,7.0,6.5,,,,,VANUATU,,VANUATU ISLANDS,-20.617,169.357,170,,,,,,,,,,,,,,,,,,,,,,,,
8138,Tsu,2008,4,28,18.0,33.0,34.2,32.0,6.4,6.4,6.2,6.2,,,,,VANUATU,,VANUATU ISLANDS,-19.941,168.953,170,,,,,,,,,,,,,,,,,,,,,,,,
8410,Tsu,2009,10,7,22.0,3.0,14.4,45.0,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,-13.006,166.51,170,,,,,,,,,,,,,,,,,,,,,,,,
9452,Tsu,2010,8,10,5.0,23.0,44.9,25.0,7.2,7.2,7.3,6.4,,,,7.0,VANUATU,,VANUATU ISLANDS,-17.541,168.069,170,,,,,,,,,,,,,,,,,,,,,,,,
9811,Tsu,2011,1,9,10.0,3.0,44.2,24.0,6.5,6.5,6.4,6.1,,,,,VANUATU,,VANUATU ISLANDS,-19.157,168.311,170,,,,,,,,,,,,,,,,,,,,,,,,
9838,Tsu,2011,8,20,16.0,55.0,2.8,32.0,7.1,7.1,7.1,6.2,,,,,VANUATU,,VANUATU ISLANDS,-18.365,168.143,170,,,,,,,,,,,,,,,,,,,,,,,,
9837,Tsu,2011,8,20,18.0,19.0,23.5,28.0,7.0,7.0,7.1,6.4,,,,,VANUATU,,VANUATU ISLANDS,-18.311,168.218,170,,,,,,,,,,,,,,,,,,,,,,,,
9871,Tsu,2012,2,2,13.0,34.0,40.6,23.0,7.0,7.0,6.9,6.5,,,,,VANUATU,,VANUATU ISLANDS,-17.827,167.133,170,,,,,,,,,,,,,,,,,,,,,,,,
9885,Tsu,2012,4,14,22.0,5.0,26.4,11.0,6.3,6.3,6.2,6.0,,,,,VANUATU,,VANUATU ISLANDS,-18.972,168.741,170,,,,,,,,,,,,,,,,,,,,,,,,
10179,Tsu,2016,4,28,19.0,33.0,7.0,24.0,7.0,7.0,,,,,,,VANUATU,,VANUATU ISLANDS,-16.043,167.379,170,,,,,,,,,,,,,,,,,,,,,,,,
7224,,2006,2,20,17.0,20.0,9.0,10.0,4.6,,,4.6,4.6,,,,BULGARIA,,GREECE-BULGARIA BORDER REGION,41.708,25.544,110,,,,,2.0,1.0,,,,1.0,,1.0,,,,,2.0,1.0,,,,1.0,,
7229,,2006,3,10,7.0,50.0,14.3,10.0,4.9,,,4.9,,,,,PAKISTAN,,PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,60,1.0,1.0,,,22.0,1.0,,,,,,,1.0,1.0,,,22.0,1.0,,,,,,
7697,,2007,10,26,6.0,50.0,6.6,10.0,4.8,,4.8,5.3,,,,,PAKISTAN,,PAKISTAN:  GHANCHE,35.304,76.753,60,1.0,1.0,,,12.0,1.0,,,,,,,1.0,1.0,,,12.0,1.0,,,,,,
10043,,2013,9,28,7.0,34.0,45.0,12.0,6.8,6.8,,,,,,,PAKISTAN,,PAKISTAN: AWARAN,27.183,65.505,60,22.0,1.0,,,50.0,1.0,,,,2.0,,2.0,22.0,1.0,,,50.0,1.0,,,,2.0,,2.0
10255,,2017,5,25,9.0,55.0,35.0,10.0,4.4,,,4.4,,,,,TANZANIA,,TANZANIA: MWANZA,-3.054,32.893,10,1.0,1.0,,,18.0,1.0,,,,,,,1.0,1.0,,,18.0,1.0,,,,,,
9053,,2010,2,27,15.0,45.0,37.0,10.0,6.3,,,6.3,,,,,ARGENTINA,,ARGENTINA:  SALTA,-24.872,-65.602,160,2.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,,,2.0,1.0,,,,,,
5565,Tsu,2000,6,18,14.0,44.0,13.3,10.0,7.9,7.9,7.8,6.8,,,,,AUSTRALIA,,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,60,,,,,,,,,,,,,,,,,,,,,,,,
5835,Tsu,2004,12,23,14.0,59.0,4.4,10.0,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,170,,,,,,,,,,,,,,,,,,,,,,,,
5610,,2001,10,19,3.0,28.0,44.4,33.0,7.5,7.5,7.3,6.3,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-4.102,123.907,170,,,,,,,,,,,,,,,,,,,,,,,,
6611,Tsu,2004,1,28,22.0,15.0,30.7,17.0,6.7,6.7,6.5,6.0,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
5762,,2004,2,16,14.0,44.0,39.9,56.0,5.1,5.1,4.5,5.2,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,60,5.0,1.0,,,7.0,1.0,,1.0,,,,,5.0,1.0,,,7.0,1.0,,,,,100.0,2.0
