id,flag_tsunami,year,month,day,hour,minute,second,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,houses_destroyed,houses_destroyed_description,houses_damaged,houses_damaged_description,total_deaths,total_deaths_description,total_missing,total_missing_description,total_injuries,total_injuries_description,total_damage_millions_dollars,total_damage_description,total_houses_destroyed,total_houses_destroyed_description,total_houses_damaged,total_houses_damaged_description
7843,Tsu,2008,5,12,6.0,28.0,1.5,19.0,7.9,7.9,8.1,6.9,,,,9.0,CHINA,,CHINA:  SICHUAN PROVINCE,31.002,103.322,30,87652.0,4.0,,,374171.0,4.0,86000.0,4.0,5360000.0,4.0,5360000.0,4.0,87652.0,4.0,,,374171.0,4.0,86000.0,4.0,5360000.0,4.0,21000000.0,4.0
7881,,2008,5,25,8.0,21.0,48.7,10.0,6.0,6.0,6.0,5.8,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.57,105.424,30,8.0,1.0,,,927.0,3.0,,4.0,400000.0,4.0,400000.0,4.0,8.0,1.0,,,927.0,3.0,,4.0,400000.0,4.0,,
8132,,2008,8,30,8.0,30.0,54.0,17.0,5.9,5.9,5.8,5.7,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,26.272,101.937,30,43.0,1.0,,,589.0,3.0,,4.0,392000.0,4.0,392000.0,4.0,43.0,1.0,,,589.0,3.0,,4.0,392000.0,4.0,,
8972,,2010,4,13,23.0,49.0,38.3,17.0,6.9,6.9,7.0,6.5,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,30,2220.0,4.0,70.0,2.0,12135.0,4.0,500.0,4.0,15000.0,4.0,,,2220.0,4.0,70.0,2.0,12135.0,4.0,500.0,4.0,15000.0,4.0,,
9919,,2012,6,24,7.0,59.0,34.8,10.0,5.5,5.5,5.3,5.5,,,,,CHINA,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,30,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,
9924,,2012,6,29,21.0,7.0,33.8,18.0,6.3,6.3,6.4,6.2,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.433,84.7,40,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0
9937,,2012,9,7,3.0,19.0,42.5,10.0,5.6,5.6,5.4,5.6,,,,,CHINA,,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,30,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0
10018,,2013,7,21,23.0,45.0,56.6,8.0,6.0,6.0,6.2,6.1,,,,,CHINA,,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,30,94.0,2.0,5.0,1.0,1001.0,4.0,1968.0,4.0,,4.0,22496.0,4.0,94.0,2.0,5.0,1.0,1001.0,4.0,,4.0,1968.0,4.0,22496.0,4.0
10097,,2014,5,30,1.0,20.0,17.0,10.0,5.9,5.9,,,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,30,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0
10380,,2016,12,8,5.0,15.0,6.0,18.0,6.0,6.0,,,,,,3.0,CHINA,,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,40,1.0,1.0,,,,,135.0,4.0,,,,,1.0,1.0,,,,,135.0,4.0,,,,
10261,,2017,8,8,13.0,19.0,49.0,9.0,6.5,6.5,,,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,30,25.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0,25.0,1.0,,,525.0,3.0,500.0,4.0,100.0,2.0,72500.0,4.0
8732,Tsu,2010,1,12,21.0,53.0,10.0,13.0,7.0,7.0,7.3,6.8,,,,,HAITI,,HAITI:  PORT-AU-PRINCE,18.457,-72.533,90,316000.0,4.0,,,30000.0,4.0,8000.0,4.0,97294.0,4.0,188383.0,4.0,316000.0,4.0,,,300000.0,4.0,8000.0,4.0,97294.0,4.0,188383.0,4.0
5589,,2001,1,26,3.0,16.0,40.5,16.0,7.7,7.7,8.0,6.9,,,,10.0,INDIA,,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,60,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,339000.0,4.0,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,,
10170,,2016,1,3,23.0,5.0,27.0,55.0,6.7,6.7,,,,,,7.0,INDIA,,INDIA:  IMPAHL,24.804,93.651,60,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0
5648,,2002,9,6,1.0,21.0,28.6,5.0,6.0,6.0,5.5,5.8,,,,,ITALY,,ITALY:  SICILY:  PALERMO,38.381,13.701,130,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0
5660,,2002,10,31,10.0,32.0,58.7,10.0,5.7,5.7,5.6,5.3,,,,,ITALY,,"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,130,29.0,1.0,,,135.0,3.0,796.0,4.0,,,,4.0,29.0,1.0,,,135.0,3.0,796.0,4.0,,,,4.0
8264,,2009,4,6,1.0,32.0,39.0,9.0,6.3,6.3,6.2,5.6,,,,,ITALY,,ITALY:  L'AQUILA,42.334,13.334,130,309.0,3.0,,,1500.0,4.0,2500.0,4.0,15000.0,4.0,,,309.0,3.0,,,1500.0,4.0,2500.0,4.0,15000.0,4.0,,
9902,,2012,5,20,2.0,3.0,52.0,6.0,6.1,6.1,6.0,5.8,,,,,ITALY,,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,130,7.0,1.0,,,,1.0,,4.0,,,,3.0,7.0,1.0,,,50.0,1.0,,4.0,,,,3.0
9901,,2012,5,29,7.0,0.0,3.0,10.0,5.9,5.9,5.8,5.9,,,,,ITALY,,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,130,17.0,1.0,,,350.0,3.0,15800.0,4.0,,,,,17.0,1.0,,,350.0,3.0,15800.0,4.0,,,,
10194,,2016,8,24,1.0,36.0,2.0,4.0,6.2,6.2,,,,,,9.0,ITALY,,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,130,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0
10201,,2016,10,26,19.0,18.0,43.0,10.0,6.1,6.1,,,,,,7.0,ITALY,,"ITALY:  VISSO, USSITA",42.956,13.067,130,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0
10202,,2016,10,30,6.0,40.0,5.0,9.0,6.6,6.6,,,,,,7.0,ITALY,,ITALY: NORCIA,42.84,13.11,130,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0
10383,,2018,12,26,2.0,19.0,16.0,10.0,5.1,,,5.1,,,,,ITALY,,ITALY:  SICILY:  CATANIA,37.555,15.166,130,,,,,28.0,1.0,114.0,4.0,15.0,1.0,,1.0,,,,,28.0,1.0,114.0,4.0,15.0,1.0,,1.0
5578,,2000,10,6,4.0,30.0,19.1,10.0,6.7,6.7,6.8,5.8,,,,9.0,JAPAN,,"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI",35.456,133.134,30,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0
5596,,2001,3,24,6.0,27.0,53.5,50.0,6.8,6.8,6.5,6.4,,,,9.0,JAPAN,,"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,30,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0
5695,,2003,5,26,9.0,24.0,33.4,68.0,7.0,7.0,,6.7,,,,,JAPAN,,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,30,,,,,143.0,3.0,233.0,4.0,,,720.0,3.0,,,,,143.0,3.0,233.0,4.0,,,720.0,3.0
5708,,2003,7,25,15.0,13.0,7.7,10.0,5.5,5.5,4.9,5.6,,,,,JAPAN,,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,30,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0
5724,Tsu,2003,9,25,19.0,50.0,6.3,27.0,8.3,8.3,8.1,6.9,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.815,143.91,30,,,,,849.0,3.0,90.0,4.0,,,,,2.0,1.0,,,849.0,3.0,90.0,4.0,,,,
5807,,2004,10,23,8.0,56.0,0.8,16.0,6.6,6.6,6.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.226,138.779,30,40.0,1.0,,,3183.0,4.0,28000.0,4.0,6000.0,4.0,,,40.0,1.0,,,3183.0,4.0,28000.0,4.0,6000.0,4.0,,
7521,Tsu,2007,7,16,1.0,13.0,22.0,10.0,6.6,6.6,,,,,,,JAPAN,,JAPAN:  HONSHU:  W COAST,37.57,138.478,30,9.0,1.0,,,1088.0,4.0,12500.0,4.0,,,875.0,3.0,9.0,1.0,,,1088.0,4.0,12500.0,4.0,,,875.0,3.0
9799,Tsu,2011,3,11,5.0,46.0,24.1,30.0,9.1,9.1,8.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU,38.297,142.372,30,1475.0,4.0,,,6157.0,4.0,4401.709,4.0,2473.0,4.0,5618.0,4.0,18434.0,4.0,,,6157.0,4.0,220085.456,4.0,123661.0,4.0,280920.0,4.0
10177,,2016,4,15,16.0,25.0,22.0,10.0,7.0,7.0,,,,,,8.0,JAPAN,,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,30,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,,50.0,1.0,,,1500.0,4.0,20000.0,4.0,80000.0,4.0,,
10200,,2016,10,21,5.0,8.0,39.0,6.0,6.2,6.2,,,,,,6.0,JAPAN,,JAPAN:  KURAYOSHI,35.374,133.809,30,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0
10360,,2018,9,5,18.0,7.0,58.0,33.0,6.6,6.6,,,,,,,JAPAN,,JAPAN:  HOKKAIDO,42.671,141.933,30,44.0,1.0,,,660.0,3.0,350.0,4.0,,1.0,,1.0,44.0,1.0,,,660.0,3.0,350.0,4.0,,1.0,,1.0
10134,,2015,4,25,6.0,12.0,35.0,8.0,7.8,7.8,,,,,,8.0,NEPAL,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,60,8200.0,4.0,366.0,3.0,17866.0,4.0,10000.0,4.0,299588.0,4.0,269107.0,4.0,8200.0,4.0,366.0,3.0,17866.0,4.0,10000.0,4.0,299588.0,4.0,269107.0,4.0
8408,Tsu,2009,9,29,17.0,48.0,10.9,18.0,8.1,8.1,8.1,7.1,,,,,SAMOA,,SAMOA ISLANDS,-15.489,-172.095,170,,,,,,,,,,,,,192.0,3.0,,,7.0,1.0,285.0,4.0,,,,
10069,,2014,1,26,13.0,55.0,21.0,8.0,6.1,6.1,,,,,,7.0,GREECE,,GREECE:  KEFALONIA,38.208,20.453,130,,,,,6.0,1.0,178.0,4.0,,,,1.0,,,,,6.0,1.0,178.0,4.0,,,,1.0
10096,,2014,5,24,9.0,25.0,5.0,23.0,6.9,6.9,,,,,,6.0,GREECE,,"GREECE, TURKEY",40.24,25.33,130,3.0,1.0,,,266.0,3.0,450.0,4.0,,,,2.0,3.0,1.0,,,266.0,3.0,4500.0,4.0,,,,2.0
8932,,2010,4,4,22.0,40.0,43.1,4.0,7.2,7.2,7.3,6.4,,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,150,2.0,1.0,,,233.0,3.0,1150.0,4.0,,,,3.0,2.0,1.0,,,233.0,3.0,1150.0,4.0,,,,3.0
10266,Tsu,2017,9,8,4.0,49.0,19.0,47.0,8.2,8.2,,,,,,,MEXICO,,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",15.022,-93.899,150,98.0,2.0,,,,3.0,2300.0,4.0,5000.0,4.0,53152.0,4.0,98.0,2.0,,,,3.0,2300.0,4.0,5000.0,4.0,53152.0,4.0
10267,,2017,9,19,18.0,14.0,39.0,51.0,7.1,7.1,,,,,,,MEXICO,,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.584,-98.399,150,369.0,3.0,,,,3.0,6000.0,4.0,226.0,3.0,27792.0,4.0,369.0,3.0,,,,3.0,6000.0,4.0,226.0,3.0,27792.0,4.0
7241,,2006,4,20,23.0,25.0,2.1,22.0,7.6,7.6,7.6,6.8,,,,,RUSSIA,,RUSSIA:  KORYAKSKIY,60.949,167.089,50,,,,,40.0,1.0,55.0,4.0,,3.0,,,,,,,40.0,1.0,55.0,4.0,,3.0,,
9152,,2010,3,4,0.0,18.0,51.2,21.0,6.3,6.3,6.2,6.2,,,,,TAIWAN,,TAIWAN:  KAO-HSIUNG,22.918,120.795,30,,,,,96.0,2.0,1000.0,4.0,,,,,,,,,96.0,2.0,1000.0,4.0,,,340.0,3.0
10174,,2016,2,5,19.0,57.0,6.0,10.0,6.4,6.4,,,,,,7.0,TAIWAN,,TAIWAN:  TAINAN,22.97,120.46,30,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0
9845,,2011,10,23,10.0,41.0,22.9,16.0,7.1,7.1,7.3,6.9,,,,,TURKEY,,"TURKEY:  ERCIS, VAN",38.722,43.513,140,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0
5694,Tsu,2003,5,21,18.0,44.0,20.1,12.0,6.8,6.8,6.9,6.5,,,,10.0,ALGERIA,,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,15,2266.0,4.0,,,10261.0,4.0,5000.0,4.0,43000.0,4.0,43000.0,4.0,2266.0,4.0,,,10261.0,4.0,5000.0,4.0,43000.0,4.0,,
10176,Tsu,2016,4,16,23.0,58.0,,17.0,7.8,7.8,,,,,,8.0,ECUADOR,,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,160,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0
5765,,2004,2,24,2.0,27.0,46.2,0.0,6.4,6.4,6.4,6.2,,,,9.0,MOROCCO,,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,15,628.0,3.0,,,926.0,3.0,400.0,4.0,2539.0,4.0,,,628.0,3.0,,,926.0,3.0,400.0,4.0,2539.0,4.0,,
6778,,2005,10,8,3.0,50.0,40.8,26.0,7.6,7.6,7.7,6.9,,,,8.0,PAKISTAN,,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,60,76213.0,4.0,,,146599.0,4.0,6680.0,4.0,,3.0,,3.0,76213.0,4.0,,,146599.0,4.0,6680.0,4.0,,3.0,,
8177,,2008,10,28,23.0,9.0,57.6,15.0,6.4,6.4,6.6,6.3,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.639,67.351,60,166.0,3.0,,,370.0,3.0,,4.0,3487.0,4.0,3487.0,4.0,166.0,3.0,,,370.0,3.0,,4.0,3487.0,4.0,4125.0,4.0
10039,Tsu,2013,9,24,11.0,30.0,37.0,15.0,7.7,7.7,,,,,,4.0,PAKISTAN,,"PAKISTAN:  AWARAN, KECH",26.951,65.501,60,825.0,3.0,,,619.0,3.0,,4.0,32638.0,4.0,14118.0,4.0,825.0,3.0,,,619.0,3.0,,4.0,32638.0,4.0,14118.0,4.0
10197,,2016,9,10,12.0,27.0,41.0,40.0,5.9,5.9,,,,,,,TANZANIA,,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,10,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0
10093,,2014,5,5,11.0,8.0,42.0,6.0,6.1,6.1,,,,,,5.0,THAILAND,,THAILAND:  CHIANG RAI,19.656,99.67,60,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0
5557,Tsu,2000,5,4,4.0,21.0,16.2,26.0,7.6,7.6,7.5,6.7,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,170,46.0,1.0,,,264.0,3.0,30.0,4.0,10000.0,4.0,,,46.0,1.0,,,264.0,3.0,30.0,4.0,10000.0,4.0,,
5817,,2004,11,26,2.0,25.0,3.3,10.0,7.1,7.1,7.2,6.2,,,,8.0,INDONESIA,,INDONESIA:  NABIRE,-3.609,135.404,170,32.0,1.0,,,130.0,3.0,55.0,4.0,328.0,3.0,,,32.0,1.0,,,130.0,3.0,55.0,4.0,328.0,3.0,,
5823,Tsu,2004,12,26,0.0,58.0,53.4,30.0,9.1,9.1,8.8,7.0,,,,,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.316,95.854,60,1001.0,4.0,,,,3.0,10000.0,4.0,,3.0,,3.0,227899.0,4.0,,,,3.0,10000.0,4.0,,3.0,,
6657,Tsu,2005,3,28,16.0,9.0,36.5,30.0,8.6,8.6,8.4,7.2,,,,,INDONESIA,,INDONESIA:  SUMATERA:  SW,2.085,97.108,60,1303.0,4.0,,,340.0,3.0,,4.0,300.0,3.0,300.0,3.0,1313.0,4.0,,,340.0,3.0,,4.0,300.0,3.0,,
7245,,2006,5,26,22.0,53.0,58.9,13.0,6.3,6.3,6.2,6.0,,,,,INDONESIA,,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,60,5749.0,4.0,,,38568.0,4.0,3100.0,4.0,127000.0,4.0,127000.0,4.0,5749.0,4.0,,,38568.0,4.0,3100.0,4.0,127000.0,4.0,,
7181,Tsu,2006,7,17,8.0,19.0,25.0,34.0,7.7,7.7,7.2,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-9.254,107.411,60,,,,,,,,,,,,,802.0,3.0,,,498.0,3.0,55.0,4.0,1623.0,4.0,,
8409,Tsu,2009,9,30,10.0,16.0,9.2,81.0,7.5,7.5,,7.1,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117.0,4.0,,,1214.0,4.0,2200.0,4.0,,3.0,181665.0,4.0,1117.0,4.0,,,1214.0,4.0,2200.0,4.0,,3.0,181665.0,4.0
9592,Tsu,2010,10,25,14.0,42.0,22.0,20.0,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082,60,,,,,,,,,,,,,431.0,3.0,,,,,39.0,4.0,700.0,3.0,,
9938,,2012,8,18,9.0,41.0,52.4,10.0,6.3,6.3,6.1,5.8,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,170,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0
10215,,2016,12,6,22.0,3.0,39.0,13.0,6.5,6.5,,,,,,8.0,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,60,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0
10351,Tsu,2018,8,5,11.0,46.0,37.0,31.0,6.9,6.9,,,,,,,INDONESIA,,INDONESIA:  LOMBOK ISLAND,-8.287,116.452,60,560.0,3.0,,,7733.0,4.0,509.0,4.0,,3.0,83392.0,4.0,560.0,3.0,,,7733.0,4.0,509.0,4.0,,3.0,83392.0,4.0
10369,Tsu,2018,9,28,10.0,2.0,43.0,10.0,7.5,7.5,,,,,,8.0,INDONESIA,,INDONESIA:  SULAWESI,-0.178,119.84,170,2256.0,4.0,1309.0,4.0,4612.0,4.0,912.0,4.0,5864.0,4.0,69483.0,4.0,2256.0,4.0,1309.0,4.0,4612.0,4.0,912.0,4.0,5864.0,4.0,69483.0,4.0
5626,,2002,3,25,14.0,56.0,33.8,8.0,6.1,6.1,6.2,5.9,,,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,40,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,1500.0,4.0,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,,
9012,,2010,4,18,20.0,28.0,50.2,13.0,5.6,5.6,5.4,5.7,,,,,AFGHANISTAN,,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,40,11.0,1.0,,,70.0,2.0,,4.0,2000.0,4.0,,,11.0,1.0,,,70.0,2.0,,4.0,2000.0,4.0,,
10159,,2015,10,26,9.0,9.0,56.0,231.0,7.5,7.5,,,,,,7.0,AFGHANISTAN,,AFGHANISTAN: HINDU KUSH,36.524,70.368,40,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0
5587,Tsu,2001,1,13,17.0,33.0,32.3,60.0,7.7,7.7,7.8,6.4,,,,8.0,EL SALVADOR,,EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,100,844.0,3.0,,,4723.0,4.0,753.0,4.0,108226.0,4.0,169632.0,4.0,844.0,3.0,,,4723.0,4.0,753.0,4.0,108226.0,4.0,169632.0,4.0
5592,,2001,2,13,14.0,22.0,5.8,10.0,6.6,6.6,6.5,5.5,,,,6.0,EL SALVADOR,,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,100,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0
9492,,2010,9,3,16.0,35.0,47.7,12.0,7.0,7.0,7.3,6.4,,,,9.0,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,,,,,2.0,1.0,6500.0,4.0,,,,3.0,,,,,2.0,1.0,6500.0,4.0,,,,3.0
9779,Tsu,2011,2,21,23.0,51.0,42.3,6.0,6.1,6.1,6.3,6.1,6.3,,,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",-43.583,172.68,170,181.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,181.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,
9858,,2011,6,13,2.0,20.0,49.3,6.0,6.0,6.0,6.0,6.0,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.564,172.743,170,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,,1.0,1.0,,,45.0,1.0,3000.0,4.0,100.0,2.0,,
10206,Tsu,2016,11,13,11.0,2.0,34.0,15.0,7.8,7.8,,,,,,8.0,NEW ZEALAND,,NEW ZEALAND:  AMBERLEY,-42.737,173.054,170,2.0,1.0,,,,,,2.0,,,,1.0,2.0,1.0,,,,,3900.0,4.0,1.0,1.0,,1.0
10048,,2013,10,15,0.0,12.0,5.0,19.0,7.1,7.1,,,,,,7.0,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,170,222.0,3.0,8.0,1.0,976.0,3.0,51.8,4.0,,4.0,,4.0,222.0,3.0,8.0,1.0,976.0,3.0,51.8,4.0,,4.0,,4.0
10277,,2017,11,15,5.0,29.0,32.0,10.0,5.4,5.4,,,,,,,SOUTH KOREA,,SOUTH KOREA: POHANG,36.065,129.27,30,,,,,90.0,2.0,52.0,4.0,,1.0,2000.0,4.0,,,,,90.0,2.0,52.0,4.0,,1.0,2000.0,4.0
10307,,2018,2,25,17.0,44.0,43.0,23.0,7.5,7.5,,,,,,8.0,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA",-6.068,142.768,170,145.0,3.0,,,300.0,3.0,61.0,4.0,,4.0,,4.0,145.0,3.0,,,300.0,3.0,61.0,4.0,,4.0,,4.0
